State,District,Confirmed,Active,Recovered,Deceased,Migrated_Other
Uttar Pradesh,Sant Kabir Nagar,153,92,54,7,0
Uttar Pradesh,Shahjahanpur,49,30,19,0,0
Uttar Pradesh,Shamli,51,10,41,0,0
Uttar Pradesh,Shrawasti,47,18,28,1,0
Uttar Pradesh,Siddharthnagar,152,47,102,3,0
Uttar Pradesh,Sitapur,44,4,40,0,0
Uttar Pradesh,Sonbhadra,24,20,4,0,0
Uttar Pradesh,Sultanpur,104,42,61,1,0
Uttar Pradesh,Unnao,59,29,28,2,0
Uttar Pradesh,Varanasi,247,99,143,5,0
Uttarakhand,Almora,74,8,65,1,0
Uttarakhand,Bageshwar,40,22,18,0,0
Uttarakhand,Chamoli,34,7,27,0,0
Uttarakhand,Champawat,48,20,27,1,0
Uttarakhand,Dehradun,402,226,161,11,4
Uttarakhand,Haridwar,154,98,54,0,2
Uttarakhand,Nainital,334,117,216,1,0
Uttarakhand,Pauri Garhwal,52,29,22,1,0
Uttarakhand,Pithoragarh,51,30,21,0,0
Uttarakhand,Rudraprayag,28,25,3,0,0
Uttarakhand,Tehri Garhwal,223,125,98,0,0
Uttarakhand,Udham Singh Nagar,95,17,78,0,0
Uttarakhand,Uttarkashi,25,7,18,0,0
West Bengal,Alipurduar,38,32,6,0,0
West Bengal,Bankura,140,97,43,0,0
West Bengal,Birbhum,233,57,175,1,0
West Bengal,Cooch Behar,216,149,67,0,0
West Bengal,Dakshin Dinajpur,44,11,33,0,0
West Bengal,Darjeeling,118,75,40,3,0
West Bengal,Hooghly,619,416,191,12,0
West Bengal,Howrah,1495,908,534,53,0
West Bengal,Jalpaiguri,100,88,12,0,0
West Bengal,Jhargram,11,5,6,0,0
West Bengal,Kalimpong,22,14,7,1,0
West Bengal,Kolkata,3018,1548,1205,265,0
West Bengal,Malda,233,120,113,0,0
West Bengal,Murshidabad,145,42,101,2,0
West Bengal,Nadia,134,64,68,2,0
West Bengal,North 24 Parganas,1186,716,411,59,0
West Bengal,Other State,66,45,18,3,0
West Bengal,Paschim Bardhaman,84,42,40,2,0
West Bengal,Paschim Medinipur,190,128,61,1,0
West Bengal,Purba Bardhaman,125,27,98,0,0
West Bengal,Purba Medinipur,161,83,76,2,0
West Bengal,Purulia,83,41,42,0,0
West Bengal,South 24 Parganas,317,191,117,9,0
West Bengal,Uttar Dinajpur,207,51,156,0,0
